id;edad;vecesmora3060;vecesmora6090;vecesmoragt90;porc_revolv_util;cv
10160;62;0;0;0;0.02;N
4679;53;0;0;0;0.39;N
39158;47;0;0;0;0.46;N
37128;53;0;0;0;0.24;N
28260;48;0;0;0;0.04;N
9072;43;0;0;0;0;N
6968;41;0;0;0;0.7;N
6851;56;0;0;0;0.32;N
20392;58;0;0;0;0.67;S
19647;61;0;0;0;0.09;N
19681;36;0;0;0;0.14;N
6260;40;0;0;0;0;N
44881;70;0;0;0;0.51;N
33584;77;0;0;0;0;N
18305;71;0;0;0;0.09;N
24973;64;0;0;0;0.04;N
40196;51;0;0;0;0.06;N
22384;39;0;0;0;0;N
24314;23;0;0;0;0.34;N
64727;44;0;0;0;0.54;N
19176;44;0;0;0;0.29;N
15426;23;0;0;0;1;N
16798;37;0;0;0;0.05;N
19868;47;0;0;0;0;N
17305;31;0;0;0;0.51;N
14523;51;0;0;0;0.21;N
31200;63;0;0;0;0.52;N
30990;53;0;0;0;0.24;N
34659;50;0;0;0;1;N
734;66;0;0;0;0.44;N
20144;74;0;0;0;0;N
33622;54;0;0;0;0.99;N
29355;57;0;0;0;0;N
34584;29;0;0;0;0.39;N
8440;49;0;0;0;0.31;N
62320;71;0;0;0;0.18;N
39619;40;0;0;0;0.52;S
45575;69;0;0;0;0;N
9111;36;0;0;0;0.46;N
32275;48;0;0;0;0.16;N
17295;50;0;0;0;0;N
38197;26;0;0;0;1;N
34882;62;0;0;0;0.32;N
37068;50;0;0;0;0.03;N
24234;68;0;0;0;0.01;N
23639;77;0;0;0;0.03;N
15330;54;0;0;0;0;N
17341;39;0;0;0;0.34;N
38709;46;0;0;0;0.18;N
5076;43;0;0;0;0;N
34062;33;0;0;0;0.1;N
10395;71;0;0;0;0.54;N
5146;39;0;0;0;0.02;N
28572;46;0;0;0;0;N
16984;40;0;0;0;0.06;N
44788;54;0;0;0;0.72;N
45304;43;0;0;0;0.94;N
17382;45;0;0;0;0.18;N
14455;54;0;0;0;0.6;N
8598;50;0;0;0;0.09;N
31062;62;0;0;0;0.02;N
18479;54;0;0;0;0.07;N
4406;41;0;0;0;0.01;N
61462;38;0;0;0;0.06;N
38488;75;0;0;0;0.02;N
45243;33;0;0;0;1;N
10348;53;0;0;0;0.66;N
23758;49;0;0;0;0;N
38061;51;0;0;0;0.11;N
17888;38;0;0;0;0.34;N
16518;59;0;0;0;0;N
23200;26;0;0;0;0.3;N
45007;39;0;0;0;0.1;N
4980;87;0;0;0;0.22;N
20664;26;0;0;0;0.11;N
7068;45;0;0;0;0.26;N
34509;58;0;0;0;0;N
40095;56;0;0;0;0.18;N
18106;63;0;0;0;0.06;N
30777;64;0;0;0;0.02;N
25064;52;0;0;0;0.02;N
14445;76;0;0;0;0.01;N
18415;68;0;0;0;0.02;N
19956;48;0;0;0;0.07;N
33882;28;0;0;0;0.32;N
40162;40;0;0;0;0.57;N
37212;35;0;0;0;0.57;N
10075;54;0;0;0;0.24;N
10615;71;0;0;0;0.01;N
62074;69;0;0;0;0;N
38099;45;0;0;0;0.01;N
34907;31;0;0;0;0;S
45827;55;0;0;0;0.11;N
5959;58;0;0;0;0.29;N
23499;37;0;0;0;0.1;N
15458;29;0;0;0;0.47;N
30360;45;0;0;0;0.04;N
22827;41;0;0;0;0.95;N
9414;45;0;0;0;0.05;N
33194;75;0;0;0;0.03;N
61702;71;0;0;0;0.01;N
842;61;0;0;0;0.04;N
25584;32;0;0;0;0.63;S
15183;64;0;0;0;0.07;N
17539;66;0;0;0;0.88;N
34160;72;0;0;0;0.33;N
5555;38;0;0;0;0;N
2621;35;0;0;0;0.21;N
20514;68;0;0;0;0;N
61373;62;0;0;0;0;N
25255;49;0;0;0;0.26;N
28666;69;0;0;0;1;N
8774;59;0;0;0;0.08;N
9964;78;0;0;0;0.23;N
19323;69;0;0;0;0;N
16721;54;0;0;0;0.03;N
29139;48;0;0;0;0.15;N
25279;74;0;0;0;0.03;N
20975;57;0;0;0;0.14;N
14793;60;0;0;0;0.21;N
33334;42;0;0;0;0.05;N
44647;71;0;0;0;0.7;N
44902;68;0;0;0;0.11;N
39011;50;0;0;0;0.66;N
16120;85;0;0;0;0.02;N
41202;62;0;0;0;0.07;N
45055;83;0;0;0;0.04;N
913;45;0;0;0;0.11;N
37334;33;0;0;0;0.61;N
41249;48;0;0;0;0.16;N
269;30;0;0;0;0;N
7381;48;0;0;0;0.15;N
20751;60;0;0;0;0.05;N
9974;33;0;0;0;0.8;N
37148;55;0;0;0;0.05;N
35563;57;0;0;0;0.42;N
22765;49;0;0;0;0.16;N
24851;37;0;0;0;0.28;N
34391;64;0;0;0;0.02;N
16040;25;0;0;0;0;N
33031;49;0;0;0;0.05;N
40496;79;0;0;0;0;N
30685;63;0;0;0;1;N
23469;53;0;0;0;0.14;N
39885;56;0;0;0;0.89;N
22452;76;0;0;0;0;N
34012;44;0;0;0;0;N
5037;79;0;0;0;0.02;N
32740;52;0;0;0;1;N
10743;66;0;0;0;0;N
18881;41;0;0;0;0.09;N
15631;47;0;0;0;0.02;N
15670;44;0;0;0;0.38;N
36772;60;0;0;0;0.14;N
28458;58;0;0;0;0.02;N
19661;43;0;0;0;0.04;N
35676;70;0;0;0;0.02;N
35118;36;0;0;0;0.41;N
845;70;0;0;0;0;N
62375;29;0;0;0;1;N
28612;36;0;0;0;0.61;N
29141;67;0;0;0;0;N
61679;50;0;0;0;0.99;N
11592;68;0;0;0;0.01;N
41162;28;0;0;0;1;N
28712;88;0;0;0;0.02;N
5879;69;0;0;0;0.05;N
28867;57;0;0;0;0.13;N
8348;44;0;0;0;0.03;N
21414;59;0;0;0;0.14;N
8280;29;0;0;0;0.82;S
17368;80;0;0;0;0;N
24584;59;0;0;0;0.4;N
32326;67;0;0;0;0.06;N
23717;53;0;0;0;0.93;N
37802;80;0;0;0;0.04;N
38049;67;0;0;0;0.02;N
32895;26;0;0;0;0.8;N
31030;61;0;0;0;0.03;N
16278;57;0;0;0;0.17;N
27942;37;0;0;0;0;S
36996;56;0;0;0;0.75;N
31381;65;0;0;0;0.07;N
18470;33;0;0;0;0.1;N
5942;69;0;0;0;0.06;N
16481;53;0;0;0;0.02;N
33557;50;0;0;0;0.7;N
6984;49;0;0;0;0.1;N
10025;45;0;0;0;0.15;N
11653;44;0;0;0;0.11;N
23991;66;0;0;0;0;N
17370;61;0;0;0;0.01;N
15031;62;0;0;0;0.28;S
95;27;0;0;0;0.44;N
28267;52;0;0;0;0.16;N
14586;60;0;0;0;0.27;N
28065;55;0;0;0;0;N
6580;49;0;0;0;0.34;N
14764;69;0;0;0;0.06;N
4970;54;0;0;0;0.06;N
32564;54;0;0;0;0.01;N
5249;44;0;0;0;0.5;N
45635;66;0;0;0;0.04;N
10927;48;0;0;0;0.83;N
33416;51;0;0;0;0.49;N
33283;78;0;0;0;0.12;N
18582;58;0;0;0;0.13;N
40607;33;0;0;0;0.22;N
39620;48;0;0;0;0.16;N
16402;66;0;0;0;0.2;N
61043;56;0;0;0;0.19;N
23983;64;0;0;0;0;N
10609;54;0;0;0;0.28;N
61338;62;0;0;0;0.05;N
17288;63;0;0;0;1;N
2365;21;0;0;0;1;N
41192;38;0;0;0;0.1;N
21605;74;0;0;0;0.04;N
8652;80;0;0;0;0.05;N
17938;54;0;0;0;0.52;N
20766;48;0;0;0;0.09;N
31654;49;0;0;0;0;N
45966;53;0;0;0;0.2;N
15726;41;0;0;0;0.09;N
29982;71;0;0;0;0.09;N
9847;63;0;0;0;0.45;N
25050;47;0;0;0;0.5;N
32446;68;0;0;0;0.68;N
10064;60;0;0;0;0;N
45075;50;0;0;0;0.04;N
5256;49;0;0;0;1;N
41085;52;0;0;0;0.07;N
38766;45;0;0;0;1;N
17538;38;0;0;0;0.19;N
64792;61;0;0;0;0.04;N
33172;33;0;0;0;0.05;N
29547;32;0;0;0;0.78;N
942;46;0;0;0;0.48;N
24131;62;0;0;0;0.06;N
14806;37;0;0;0;0.18;N
6501;60;0;0;0;0;N
28404;52;0;0;0;0.49;N
32879;51;0;0;0;0.11;N
4265;41;0;0;0;0.1;N
16264;42;0;0;0;0.09;N
38461;52;0;0;0;0.12;N
29957;84;0;0;0;0.08;N
17246;80;0;0;0;0;N
25213;51;0;0;0;0.05;N
7394;45;0;0;0;0.66;N
16048;28;0;0;0;0.91;N
15015;47;0;0;0;0.72;N
30510;43;0;0;0;0.29;N
23876;51;0;0;0;0.24;N
35139;50;0;0;0;0.25;N
9806;59;0;0;0;0.33;N
65367;31;0;0;0;0.12;N
9732;40;0;0;0;0.33;N
35861;57;0;0;0;0.48;N
10870;39;0;0;0;0;N
29672;38;0;0;0;0.14;N
36888;37;0;0;0;0.18;N
17400;36;0;0;0;0;N
35322;64;0;0;0;0.58;N
19033;30;0;0;0;0.44;N
19162;62;0;0;0;0.03;N
44670;34;0;0;0;0.03;N
19755;51;0;0;0;0.03;N
29659;63;0;0;0;0.17;N
7687;66;0;0;0;0.03;N
64422;65;0;0;0;0.01;N
28461;45;0;0;0;0.04;N
5152;53;0;0;0;0.06;N
36275;46;0;0;0;0.11;N
16310;30;0;0;0;0.02;N
10641;48;0;0;0;0.03;N
25059;47;0;0;0;0.1;N
21021;71;0;0;0;0;N
61558;53;0;0;0;1;N
7721;44;0;0;0;0.05;N
2590;42;0;0;0;0.66;N
6658;48;0;0;0;0.14;N
6120;57;0;0;0;0.24;N
35650;46;0;0;0;0.6;N
6732;85;0;0;0;0.05;N
21023;62;0;0;0;0.29;N
14478;69;0;0;0;0;N
2413;48;0;0;0;0.49;N
14807;63;0;0;0;0.62;N
34027;32;0;0;0;0.07;N
18088;61;0;0;0;0.66;N
61482;52;0;0;0;0.02;N
38396;32;0;0;0;0.08;N
20861;33;0;0;0;0.72;N
28107;73;0;0;0;0;N
11227;59;0;0;0;0.63;N
22889;56;0;0;0;0.3;S
25506;51;0;0;0;0.02;N
38641;45;0;0;0;0.5;N
23387;57;0;0;0;0.06;N
46030;33;0;0;0;0.48;N
268;66;0;0;0;0.21;N
6156;72;0;0;0;0.04;N
16879;40;0;0;0;0.04;N
41213;48;0;0;0;0.89;N
10665;64;0;0;0;0.28;N
856;40;0;0;0;0.1;N
6039;47;0;0;0;0.56;N
38713;61;0;0;0;0.03;N
24051;59;0;0;0;0.02;N
20610;56;0;0;0;0.07;N
7649;55;0;0;0;0.04;N
28173;69;0;0;0;1;N
38831;81;0;0;0;0.05;N
38422;47;0;0;0;1;N
40001;61;0;0;0;0.78;N
44598;50;0;0;0;0.07;N
9760;65;0;0;0;0;N
37479;34;0;0;0;0.4;N
33345;44;0;0;0;0.85;N
31150;28;0;0;0;0.27;N
61673;58;0;0;0;0.24;N
4776;39;0;0;0;0.44;N
31484;31;0;0;0;0.54;N
31786;54;0;0;0;0.86;N
39500;53;0;0;0;0.93;N
5445;80;0;0;0;0;N
20770;79;0;0;0;0.02;N
16882;32;0;0;0;0.19;N
8886;90;0;0;0;0.94;N
64895;46;0;0;0;0;N
38524;41;0;0;0;0.05;N
14820;49;0;0;0;0.04;N
28472;43;0;0;0;0.87;N
36522;38;0;0;0;0.33;N
5863;36;0;0;0;0.37;N
8081;31;0;0;0;0.93;N
36607;63;0;0;0;0.01;N
39296;52;0;0;0;0.06;N
39581;58;0;0;0;0.01;N
41618;62;0;0;0;0.02;N
10344;37;0;0;0;0.56;N
62577;42;0;0;0;0.37;N
37046;58;0;0;0;0.26;N
38840;59;0;0;0;0.17;N
33448;49;0;0;0;0.19;N
44534;48;0;0;0;0;N
10701;46;0;0;0;0.21;N
101;45;0;0;0;0.01;N
5417;45;0;0;0;0.26;N
21686;63;0;0;0;0.11;N
45985;47;0;0;0;0.28;N
36957;30;0;0;0;0.65;N
9587;66;0;0;0;0.15;N
32726;64;0;0;0;0.11;N
10032;34;0;0;0;0.32;N
45455;64;0;0;0;0.06;N
64503;63;0;0;0;0.02;N
30828;54;0;0;0;1;N
23953;36;0;0;0;0.27;N
8820;69;0;0;0;0.07;N
4642;37;0;0;0;0.57;N
903;33;0;0;0;0.68;N
6475;42;0;0;0;0.09;N
23115;49;0;0;0;0.46;N
36845;39;0;0;0;0.01;N
36737;63;0;0;0;0.06;N
62265;65;0;0;0;0.08;N
34835;81;0;0;0;0.02;N
40565;43;0;0;0;0;N
10402;68;0;0;0;0.12;N
37207;33;0;0;0;0.37;N
61514;65;0;0;0;0.01;N
9129;47;0;0;0;0.12;N
4811;50;0;0;0;0.15;N
38302;57;0;0;0;0.38;N
17725;43;0;0;0;0.12;N
61717;62;0;0;0;0.03;N
14787;65;0;0;0;0.03;N
29230;36;0;0;0;0.08;N
22633;64;0;0;0;0.18;N
14330;59;0;0;0;1;N
38429;35;0;0;0;0.18;N
44539;39;0;0;0;0.4;N
34602;66;0;0;0;0.19;N
24891;71;0;0;0;0.43;N
33153;64;0;0;0;0.01;N
35206;30;0;0;0;0;N
4812;47;0;0;0;0.12;N
2886;28;0;0;0;0.7;N
16189;49;0;0;0;1;N
11696;86;0;0;0;0;N
38310;65;0;0;0;0.01;N
23427;62;0;0;0;0.07;N
34120;43;0;0;0;0.17;N
4199;60;0;0;0;0;N
61187;58;0;0;0;0.37;N
6550;74;0;0;0;0.08;N
10680;61;0;0;0;0.07;N
61495;57;0;0;0;0.38;N
31625;53;0;0;0;0.27;N
2163;44;0;0;0;0.17;N
21356;46;0;0;0;0.09;N
7278;76;0;0;0;0.32;N
36398;48;0;0;0;0.43;N
33419;52;0;0;0;0.77;N
45266;73;0;0;0;0.22;N
39126;52;0;0;0;0.4;S
11003;47;0;0;0;0.01;N
32252;51;0;0;0;0.14;N
37827;40;0;0;0;0.75;N
2596;44;0;0;0;0.27;N
30526;58;0;0;0;0.07;N
36617;58;0;0;0;0.43;N
6069;54;0;0;0;0.24;N
15796;70;0;0;0;0;N
7820;62;0;0;0;0.28;N
41184;79;0;0;0;0.61;N
4117;35;0;0;0;0.4;N
4644;60;0;0;0;0.96;N
40108;61;0;0;0;0.05;N
28110;54;0;0;0;0.05;N
44564;53;0;0;0;0.03;N
36333;49;0;0;0;0.66;N
30905;63;0;0;0;0.01;N
7612;33;0;0;0;0.23;N
16766;22;0;0;0;0.9;N
35381;57;0;0;0;0;N
9972;48;0;0;0;0.02;N
20947;54;0;0;0;0.33;N
38258;56;0;0;0;0.02;N
22381;70;0;0;0;0.01;N
16996;49;0;0;0;0.07;N
696;63;0;0;0;0.11;N
32429;59;0;0;0;0.69;N
21459;23;0;0;0;0.43;S
28086;47;0;0;0;0.21;N
23553;56;0;0;0;0.25;N
17835;78;0;0;0;0.06;N
7472;42;0;0;0;0.09;N
31895;49;0;0;0;0.03;N
21873;35;0;0;0;0.14;N
62394;65;0;0;0;0.01;N
2478;68;0;0;0;0.1;N
62520;25;0;0;0;0;N
22826;57;0;0;0;0.11;N
30536;64;0;0;0;0.02;N
33103;74;0;0;0;0.04;N
5559;60;0;0;0;0.1;N
38032;37;0;0;0;0.03;N
64969;59;0;0;0;0.34;N
29242;59;0;0;0;0;N
44825;54;0;0;0;0.3;N
20696;50;0;0;0;1;N
20704;48;0;0;0;1;N
18505;26;0;0;0;0;N
5984;69;0;0;0;0.28;N
4076;63;0;0;0;0.09;N
15252;85;0;0;0;0.01;N
44748;57;0;0;0;0.05;N
9636;26;0;0;0;0.01;N
22602;49;0;0;0;0.48;N
10489;74;0;0;0;0.08;N
36541;55;0;0;0;0.02;N
16434;72;0;0;0;0.03;N
61850;36;0;0;0;0.3;N
11762;67;0;0;0;0.04;N
30133;73;0;0;0;0.03;N
20657;61;0;0;0;0;N
4197;34;0;0;0;0.35;N
5108;28;0;0;0;1;N
8221;47;0;0;0;0;N
18874;33;0;0;0;0;N
25579;47;0;0;0;0.55;N
18406;79;0;0;0;0.52;N
594;29;0;0;0;0.06;N
5945;35;0;0;0;0.03;N
6100;43;0;0;0;0;N
45687;50;0;0;0;0.08;N
21985;70;0;0;0;0.56;N
35543;48;0;0;0;0.41;N
31577;62;0;0;0;0.01;N
38016;41;0;0;0;0.57;N
32906;39;0;0;0;0;N
8947;28;0;0;0;0;N
33491;30;0;0;0;0;N
45581;61;0;0;0;0.4;N
7635;45;0;0;0;0.1;N
27993;66;0;0;0;0.03;N
6835;82;0;0;0;0.04;N
15444;55;0;0;0;0.03;N
8891;33;0;0;0;0.01;N
44769;59;0;0;0;0.02;N
40787;59;0;0;0;0.12;N
6154;68;0;0;0;0.02;N
61773;36;0;0;0;0.71;N
3941;53;0;0;0;0.3;N
22058;40;0;0;0;0;N
21773;36;0;0;0;0.22;N
40640;34;0;0;0;0.51;N
22069;63;0;0;0;0.04;N
21713;23;0;0;0;0.41;N
22992;30;0;0;0;0;N
29609;51;0;0;0;0.08;N
6560;40;0;0;0;0.3;N
23738;48;0;0;0;0.22;N
11483;36;0;0;0;0.2;N
46000;59;0;0;0;0.01;N
40427;64;0;0;0;0;N
753;42;0;0;0;0.83;N
17647;26;0;0;0;0.99;N
25061;62;0;0;0;0.03;N
19984;48;0;0;0;0.32;N
38263;54;0;0;0;0.11;N
38419;48;0;0;0;0.59;N
8868;65;0;0;0;0.2;N
34736;29;0;0;0;1;N
18576;55;0;0;0;0.02;N
14630;48;0;0;0;0.15;N
15826;49;0;0;0;0.04;N
16097;54;0;0;0;0.07;N
21699;60;0;0;0;0.57;N
18368;64;0;0;0;1;N
9927;41;0;0;0;0.98;N
34064;57;0;0;0;0.06;N
10069;59;0;0;0;0.04;N
14458;43;0;0;0;0.06;N
31986;33;0;0;0;0.38;S
9440;25;0;0;0;0.21;N
7032;47;0;0;0;0.02;N
62601;61;0;0;0;0.06;N
17646;61;0;0;0;0.05;N
21152;30;0;0;0;1;S
2588;30;0;0;0;0.4;N
30835;57;0;0;0;0.58;N
32122;51;0;0;0;0;N
16780;77;0;0;0;0;N
30903;58;0;0;0;0.46;N
64757;50;0;0;0;0.69;N
38386;62;0;0;0;0.08;N
9831;63;0;0;0;0.54;N
33316;40;0;0;0;0.81;N
19504;37;0;0;0;0.03;N
30650;69;0;0;0;0.46;N
18386;51;0;0;0;0.49;N
15828;39;0;0;0;0.02;N
10905;62;0;0;0;0.05;N
2317;49;0;0;0;0;N
33554;48;0;0;0;0.04;N
30752;75;0;0;0;0.01;N
36166;63;0;0;0;0.17;N
40392;64;0;0;0;0.14;N
44760;65;0;0;0;0.02;N
9458;42;0;0;0;0.14;N
639;42;0;0;0;0.98;S
23727;44;0;0;0;0;N
22669;34;0;0;0;0.1;S
2232;26;0;0;0;1;N
24044;64;0;0;0;0.06;N
7452;46;0;0;0;0.09;N
34323;51;0;0;0;0.28;N
35854;46;0;0;0;0.85;S
24049;40;0;0;0;0.83;N
28089;53;0;0;0;0.03;N
20685;61;0;0;0;0.06;N
23315;40;0;0;0;0.34;N
31465;51;0;0;0;0.11;N
38672;33;0;0;0;0;N
10943;31;0;0;0;0.36;N
34917;53;0;0;0;0.56;N
36816;58;0;0;0;0.08;N
20197;51;0;0;0;1;N
30210;71;0;0;0;0.03;N
11764;42;0;0;0;0.05;N
40277;81;0;0;0;0.24;N
21900;58;0;0;0;0.01;N
18661;47;0;0;0;0;N
10155;54;0;0;0;0.02;N
39347;68;0;0;0;0;N
30593;57;0;0;0;0.6;N
17214;41;0;0;0;0.04;N
4462;49;0;0;0;1;N
36182;62;0;0;0;0.34;N
30067;50;0;0;0;1;N
510;51;0;0;0;0.38;N
22771;38;0;0;0;0.18;N
23569;43;0;0;0;0.04;N
39454;45;0;0;0;0.18;N
64765;66;0;0;0;0.92;N
35309;43;0;0;0;0.02;N
60993;54;0;0;0;0.17;N
40618;63;0;0;0;0;N
28883;54;0;0;0;0;N
61862;43;0;0;0;0.22;N
28999;43;0;0;0;0.2;N
16400;39;0;0;0;0.46;N
6445;37;0;0;0;1;N
25642;56;0;0;0;0.95;N
40487;43;0;0;0;0.89;N
729;39;0;0;0;0.21;N
23064;66;0;0;0;0;N
9107;61;0;0;0;0.48;N
44594;66;0;0;0;0.02;N
6811;38;0;0;0;0.23;N
62669;77;0;0;0;0;N
9737;36;0;0;0;0.06;N
16834;73;0;0;0;0.23;N
23146;80;0;0;0;0;N
31765;61;0;0;0;0.03;N
23014;45;0;0;0;0.04;N
40072;81;0;0;0;0.12;N
4127;31;0;0;0;0.76;N
17028;67;0;0;0;0.01;N
37433;58;0;0;0;0.37;N
36531;63;0;0;0;0.46;N
10986;51;0;0;0;0.04;N
2871;38;0;0;0;0.14;N
36497;52;0;0;0;0.69;S
23340;77;0;0;0;0.08;N
45801;73;0;0;0;0.08;N
32569;65;0;0;0;0.07;N
35425;55;0;0;0;0;N
5078;72;0;0;0;0.06;N
6939;66;0;0;0;0.19;N
10500;62;0;0;0;0.36;N
8673;29;0;0;0;0.72;N
39361;33;0;0;0;0.03;N
18928;47;0;0;0;0;N
19562;59;0;0;0;0.04;N
25262;55;0;0;0;1;N
18846;74;0;0;0;0.01;N
9144;68;0;0;0;0;N
31567;53;0;0;0;0.02;N
30416;65;0;0;0;0.02;N
434;52;0;0;0;0.01;N
20612;44;0;0;0;0;N
2453;74;0;0;0;0.65;N
23073;53;0;0;0;0.08;N
29645;65;0;0;0;0.05;N
15000;72;0;0;0;0.28;N
64541;44;0;0;0;0.98;N
18356;44;0;0;0;1;N
24982;37;0;0;0;1;N
37817;56;0;0;0;0.8;N
61959;45;0;0;0;0.73;N
18872;55;0;0;0;0.35;N
4307;72;0;0;0;0.09;N
16813;30;0;0;0;0.03;N
5128;65;0;0;0;0;N
30106;60;0;0;0;0.12;N
25668;72;0;0;0;0.04;N
18909;78;0;0;0;0.02;N
20194;70;0;0;0;0.07;N
61185;59;0;0;0;0.03;N
20263;84;0;0;0;0.01;N
16706;46;0;0;0;0.4;N
21005;29;0;0;0;0.69;N
23741;36;0;0;0;0.41;N
29574;39;0;0;0;1;N
37105;45;0;0;0;0.18;N
30944;63;0;0;0;0.06;N
4982;64;0;0;0;0;N
35546;74;0;0;0;0.29;N
31661;54;0;0;0;0.03;N
2464;78;0;0;0;0.29;N
45051;50;0;0;0;0.07;N
32018;60;0;0;0;0.62;N
28084;43;0;0;0;0.05;N
37373;73;0;0;0;0.03;N
28447;38;0;0;0;1;N
45815;73;0;0;0;0.25;N
38393;53;0;0;0;0.01;N
18354;76;0;0;0;0;N
30915;40;0;0;0;0;N
62430;66;0;0;0;1;N
37292;76;0;0;0;0.05;N
11807;59;0;0;0;0.04;N
9031;56;0;0;0;0.43;N
38079;44;0;0;0;0.05;N
20497;31;0;0;0;0.21;N
36581;51;0;0;0;1;N
9890;23;0;0;0;1;N
35062;34;0;0;0;0.07;N
10059;71;0;0;0;0.07;N
20873;57;0;0;0;0.9;N
40803;50;0;0;0;0.39;N
40724;67;0;0;0;0.01;N
37613;39;0;0;0;0.03;N
31824;54;0;0;0;0.7;N
4278;62;0;0;0;0;N
41342;57;0;0;0;0;N
7818;59;0;0;0;0.25;N
65281;83;0;0;0;0;N
41296;49;0;0;0;0.22;N
21374;30;0;0;0;0;N
61132;41;0;0;0;0.02;N
28985;65;0;0;0;0;N
85;55;0;0;0;0.71;N
4198;45;0;0;0;0;S
60810;28;0;0;0;1;N
33129;49;0;0;0;0.11;N
4034;38;0;0;0;0.79;S
25224;60;0;0;0;0.75;N
61004;31;0;0;0;0.06;N
5486;34;0;0;0;0.02;N
38199;61;0;0;0;0.01;N
21491;46;0;0;0;0.07;N
18461;60;0;0;0;0.03;N
37990;79;0;0;0;0.06;N
17975;28;0;0;0;1;S
62306;45;0;0;0;0.1;N
64784;62;0;0;0;0.06;N
40355;32;0;0;0;0.47;N
36389;62;0;0;0;0.05;N
62467;36;0;0;0;0.49;N
45334;76;0;0;0;0.04;N
8890;81;0;0;0;0.02;N
62599;76;0;0;0;0.03;N
37483;70;0;0;0;0.07;N
2215;73;0;0;0;0.01;N
61386;73;0;0;0;0.17;N
38750;81;0;0;0;0;N
7244;62;0;0;0;0.74;N
8519;31;0;0;0;0.97;S
35549;67;0;0;0;0.74;S
4958;41;0;0;0;0.76;N
36230;29;0;0;0;0.79;N
18134;60;0;0;0;0.1;N
34452;46;0;0;0;0.78;N
32626;40;0;0;0;1;N
4780;73;0;0;0;0.01;N
32000;33;0;0;0;0;N
18156;40;0;0;0;0.1;N
23369;54;0;0;0;1;N
23634;48;0;0;0;0.11;N
10631;34;0;0;0;0.07;N
45601;24;0;0;0;1;N
35419;60;0;0;0;0.04;N
41553;42;0;0;0;0.99;N
41181;63;0;0;0;0.03;N
61822;62;0;0;0;0.02;N
24315;56;0;0;0;0.09;N
5929;82;0;0;0;0.04;N
45458;45;0;0;0;0.04;N
9982;70;0;0;0;0.24;N
19028;49;0;0;0;0;N
65359;61;0;0;0;0.15;N
15864;61;0;0;0;1;N
46011;58;0;0;0;0.15;N
5592;49;0;0;0;0.16;N
22568;65;0;0;0;0.16;N
61739;50;0;0;0;0.95;N
6879;56;0;0;0;0.38;N
23597;67;0;0;0;0.47;N
35639;35;0;0;0;0;N
22231;63;0;0;0;0.03;N
19383;83;0;0;0;0.03;N
61080;68;0;0;0;0.06;N
32123;62;0;0;0;0.07;N
17627;47;0;0;0;1;N
25489;81;0;0;0;0;N
25399;62;0;0;0;0.82;N
60968;45;0;0;0;0.06;N
18420;29;0;0;0;0.25;N
6022;47;0;0;0;0.2;N
45525;50;0;0;0;0.96;N
31033;31;0;0;0;0;N
23152;68;0;0;0;0.54;N
36540;58;0;0;0;0.37;N
35716;69;0;0;0;0.02;N
7884;40;0;0;0;0.02;N
40772;63;0;0;0;0.06;N
2244;34;0;0;0;0.07;N
40931;38;0;0;0;0.21;N
6652;60;0;0;0;0.05;N
15661;35;0;0;0;0.01;N
20755;68;0;0;0;0.12;N
33236;57;0;0;0;0.19;N
39020;43;0;0;0;0.02;N
18276;66;0;0;0;0.08;N
30058;72;0;0;0;0.1;N
40944;59;0;0;0;0;N
41275;50;0;0;0;0.27;N
62195;58;0;0;0;0.02;N
31494;68;0;0;0;0.49;N
22968;46;0;0;0;0;N
20068;47;0;0;0;0.25;N
11280;58;0;0;0;0.01;N
36361;63;0;0;0;0.04;N
27978;67;0;0;0;0.08;N
20185;50;0;0;0;0.04;N
40346;40;0;0;0;0;N
29742;58;0;0;0;0.09;N
32214;75;0;0;0;0;N
28573;65;0;0;0;0.05;N
38479;34;0;0;0;0.16;N
34771;49;0;0;0;0.45;N
15178;70;0;0;0;0.14;N
18610;53;0;0;0;0.43;N
2565;43;0;0;0;0.03;N
17831;81;0;0;0;0.07;N
35524;30;0;0;0;0.49;N
32490;59;0;0;0;0.01;N
28213;43;0;0;0;0.96;N
19691;34;0;0;0;0.9;N
37215;41;0;0;0;0.35;N
32067;47;0;0;0;0;N
17285;64;0;0;0;0.01;N
30056;61;0;0;0;0.01;N
6374;46;0;0;0;0.06;N
38089;80;0;0;0;0.61;N
20601;61;0;0;0;1;N
31556;72;0;0;0;0.02;N
14766;40;0;0;0;0.1;N
40117;26;0;0;0;0.02;N
14377;75;0;0;0;0.01;N
16809;65;0;0;0;0.08;N
35564;62;0;0;0;0.02;N
29766;69;0;0;0;0.2;N
30755;52;0;0;0;1;N
38916;56;0;0;0;0.1;N
10120;44;0;0;0;0.37;N
33674;38;0;0;0;0.02;N
6266;54;0;0;0;1;N
5829;71;0;0;0;0.03;N
7250;62;0;0;0;0.04;N
36274;63;0;0;0;0.91;N
10191;53;0;0;0;0.03;N
11785;48;0;0;0;0.42;N
14574;39;0;0;0;0.06;N
4050;65;0;0;0;0;N
39212;48;0;0;0;0.6;N
2323;58;0;0;0;0.02;N
36186;47;0;0;0;0.02;N
64898;78;0;0;0;0.15;N
7819;49;0;0;0;0.51;N
7498;88;0;0;0;0;N
16972;33;0;0;0;0.05;N
15202;47;0;0;0;0.18;N
31882;68;0;0;0;0.02;N
